index,Quarter,ES_signal,ES_Open_Price,NQ_signal,NQ_Open_Price,ZN_signal,ZN_Open_Price,FGBM_signal,FGBM_Open_Price,6E_signal,6E_Open_Price
2025-07-24,2025Q3,1,6404.0,0,,0,,1,117.65,-1,1.1812
2025-07-25,2025Q3,1,6406.75,0,,0,,1,117.35,-1,1.178
2025-07-28,2025Q3,1,6450.0,0,,0,,-1,117.12,-1,1.17975
2025-07-29,2025Q3,1,6424.5,0,,0,,1,117.36,-1,1.1625
2025-07-30,2025Q3,1,6404.0,0,,0,,1,117.32,-1,1.1581
2025-07-31,2025Q3,1,6435.5,0,,0,,1,117.2,-1,1.14375
2025-08-01,2025Q3,1,6359.5,0,,0,,1,117.17,-1,1.145
2025-08-04,2025Q3,1,6257.0,0,,0,,1,117.59,-1,1.16205
2025-08-05,2025Q3,1,6370.0,0,,0,,1,117.7,-1,1.1604
2025-08-06,2025Q3,1,6323.0,0,,0,,1,117.61,-1,1.16065
2025-08-07,2025Q3,1,6371.0,0,,0,,1,117.54,-1,1.16895
2025-08-08,2025Q3,1,6372.5,0,,0,,1,117.53,-1,1.16925
2025-08-11,2025Q3,1,6422.75,0,,0,,1,117.28,-1,1.16715
2025-08-12,2025Q3,1,6396.0,0,,0,,1,117.2,-1,1.16455
2025-08-13,2025Q3,1,6468.0,0,,0,,1,117.12,-1,1.1701
2025-08-14,2025Q3,1,6485.0,0,,0,,1,117.43,-1,1.173
2025-08-15,2025Q3,1,6489.25,0,,0,,1,117.33,-1,1.16725
2025-08-18,2025Q3,1,6467.0,0,,0,,1,116.98,1,1.17345
2025-08-19,2025Q3,1,6468.5,0,,0,,1,117.16,1,1.16815
2025-08-20,2025Q3,1,6433.0,0,,0,,1,117.18,1,1.16675
2025-08-21,2025Q3,1,6414.25,0,,0,,1,117.33,1,1.16725
2025-08-22,2025Q3,1,6392.0,0,,0,,1,117.17,1,1.1624
2025-08-25,2025Q3,1,6493.0,0,,0,,1,117.24,1,1.1738
2025-08-26,2025Q3,1,6460.25,0,,0,,1,117.3,1,1.1637
2025-08-27,2025Q3,1,6486.75,0,,0,,1,117.41,1,1.16575
2025-08-28,2025Q3,1,6485.0,0,,0,,1,117.56,1,1.16485
2025-08-29,2025Q3,1,6516.0,0,,0,,1,117.45,1,1.16925
2025-09-01,2025Q3,1,6478.75,0,,0,,1,117.44,1,1.16985
2025-09-02,2025Q3,1,6478.75,0,,0,,1,117.29,1,1.16985
2025-09-03,2025Q3,1,6448.0,0,,0,,1,117.15,1,1.16525
2025-09-04,2025Q3,1,6460.0,0,,0,,0,117.3,1,1.167
2025-09-05,2025Q3,-1,6515.0,0,,0,,0,,1,1.1656
2025-09-08,2025Q3,1,6483.75,0,,0,,0,,1,1.1727
2025-09-09,2025Q3,1,6507.75,0,,0,,0,,1,1.1771
2025-09-10,2025Q3,1,6532.25,0,,0,,0,,1,1.1717
2025-09-11,2025Q3,1,6535.75,0,,0,,0,,0,1.1702
2025-09-12,2025Q3,1,6596.25,0,,0,,0,,0,
2025-09-15,2025Q3,1,6588.25,0,,0,,0,,0,
2025-09-16,2025Q3,1,6673.25,0,,0,,0,,0,
2025-09-17,2025Q3,0,6669.5,0,,0,,0,,0,
2025-09-18,,0,,0,,0,,0,,0,
2025-09-19,,0,,0,,0,,0,,0,
2025-09-22,,0,,0,,0,,0,,0,
2025-09-23,,0,,0,,0,,0,,0,
2025-09-24,,0,,0,,0,,0,,0,
2025-09-25,,0,,0,,0,,0,,0,
2025-09-26,,0,,0,,0,,0,,0,
2025-09-29,2025Q4,-1,6708.0,0,,1,112.546875,0,,1,1.1779
2025-09-30,2025Q4,-1,6725.5,0,,1,112.453125,0,,1,1.17865
2025-10-01,2025Q4,1,6757.0,0,,1,112.890625,0,,1,1.178
2025-10-02,2025Q4,1,6764.75,0,,1,112.953125,0,,1,1.1763
2025-10-03,2025Q4,1,6768.0,0,,1,112.578125,0,,1,1.17775
2025-10-06,2025Q4,1,6789.5,0,,1,112.453125,0,,1,1.176
2025-10-07,2025Q4,1,6766.0,0,,1,112.671875,0,,1,1.1701
2025-10-08,2025Q4,1,6802.75,0,,-1,112.65625,0,,1,1.1673
2025-10-09,2025Q4,-1,6779.5,0,,-1,112.515625,0,,-1,1.1605
2025-10-10,2025Q4,1,6632.0,0,,1,113.109375,0,,1,1.1651
2025-10-13,2025Q4,1,6691.0,0,,1,113.203125,0,,-1,1.161
2025-10-14,2025Q4,1,6684.25,0,,1,113.34375,0,,-1,1.16495
2025-10-15,2025Q4,1,6715.25,0,,1,113.3125,0,,1,1.1685
2025-10-16,2025Q4,1,6659.25,0,,1,113.765625,0,,1,1.17265
2025-10-17,2025Q4,1,6721.0,0,,-1,113.421875,0,,-1,1.16925
2025-10-20,2025Q4,1,6779.5,0,,-1,113.609375,0,,-1,1.1679
2025-10-21,2025Q4,1,6776.0,0,,-1,113.75,0,,-1,1.16395
2025-10-22,2025Q4,1,6733.5,0,,-1,113.78125,0,,-1,1.1645
2025-10-23,2025Q4,1,6778.25,0,,-1,113.421875,0,,-1,1.16505
2025-10-24,2025Q4,1,6881.0,0,,1,113.1875,0,,1,1.16585
2025-10-27,2025Q4,1,6914.0,0,,1,113.515625,0,,1,1.16775
2025-10-28,2025Q4,1,6929.25,0,,1,113.484375,0,,1,1.16835
2025-10-29,2025Q4,1,6906.5,0,,1,112.796875,0,,1,1.16315
2025-10-30,2025Q4,1,6897.0,0,,1,112.6875,0,,1,1.15955
2025-10-31,2025Q4,1,6878.0,0,,-1,112.765625,0,,1,1.1562
2025-11-03,2025Q4,1,6884.0,0,,-1,112.640625,0,,1,1.1548
2025-11-04,2025Q4,1,6801.0,0,,-1,112.8125,0,,1,1.1509
2025-11-05,2025Q4,1,6828.5,0,,-1,112.3125,0,,1,1.15175
2025-11-06,2025Q4,1,6763.0,0,,-1,112.859375,0,,1,1.1568
2025-11-07,2025Q4,1,6788.0,0,,1,112.734375,0,,1,1.1586
2025-11-10,2025Q4,1,6857.25,0,,1,112.640625,0,,1,1.158
2025-11-11,2025Q4,1,6874.0,0,,1,113.0,0,,1,1.1605
2025-11-12,2025Q4,1,6873.25,0,,1,112.96875,0,,1,1.1612
2025-11-13,2025Q4,1,6762.75,0,,1,112.71875,0,,1,1.16535
2025-11-14,2025Q4,1,6764.75,0,,1,112.5,0,,1,1.16385
2025-11-17,2025Q4,1,6696.5,0,,1,112.5625,0,,1,1.16065
2025-11-18,2025Q4,1,6630.75,0,,1,112.84375,0,,1,1.1597
2025-11-19,2025Q4,1,6697.5,0,,1,112.640625,0,,1,1.1554
2025-11-20,2025Q4,-1,6560.0,0,,1,113.046875,0,,1,1.15665
2025-11-21,2025Q4,1,6654.75,0,,1,113.171875,0,,1,1.15295
2025-11-24,2025Q4,1,6726.25,0,,1,113.4375,0,,1,1.15355
2025-11-25,2025Q4,1,6781.0,0,,1,113.625,0,,1,1.1582
2025-11-26,2025Q4,1,6830.25,0,,-1,113.640625,0,,1,1.1604
2025-11-27,2025Q4,1,6829.0,0,,-1,113.59375,0,,1,1.1606
2025-11-28,2025Q4,1,6854.75,0,,-1,113.40625,0,,-1,1.1608
2025-12-01,2025Q4,-1,6829.0,0,,-1,112.953125,0,,1,1.1617
2025-12-02,2025Q4,-1,6843.0,0,,-1,113.015625,0,,1,1.1633
2025-12-03,2025Q4,1,6866.0,0,,-1,113.140625,0,,1,1.1677
2025-12-04,2025Q4,1,6865.5,0,,-1,112.90625,0,,1,1.1649
2025-12-05,2025Q4,1,6883.0,0,,-1,112.6875,0,,1,1.1648
2025-12-08,2025Q4,1,6865.0,0,,-1,112.40625,0,,1,1.16415
2025-12-09,2025Q4,1,6847.25,0,,-1,112.15625,0,,1,1.1629
2025-12-10,2025Q4,-1,6887.0,0,,-1,112.578125,0,,1,1.1698
2025-12-11,2025Q4,-1,6914.0,0,,-1,112.59375,0,,0,1.17385
2025-12-12,2025Q4,-1,6831.0,0,,-1,112.609375,0,,0,
2025-12-15,2025Q4,-1,6825.25,0,,-1,112.5625,0,,0,
2025-12-16,2025Q4,-1,6796.0,0,,-1,112.6875,0,,0,
2025-12-17,2025Q4,0,6739.25,0,,0,112.78125,0,,0,
2025-12-18,,0,,0,,0,,0,,0,
2025-12-19,,0,,0,,0,,0,,0,
2025-12-22,,0,,0,,0,,0,,0,
2025-12-23,,0,,0,,0,,0,,0,
2025-12-24,,0,,0,,0,,0,,0,
2025-12-26,,0,,0,,0,,0,,0,
2025-12-29,2026Q1,1,6980.5,-1,25863.25,1,112.578125,0,,1,1.18175
2025-12-30,2026Q1,1,6956.5,-1,25740.0,1,112.734375,0,,1,1.1813
2025-12-31,2026Q1,1,6945.5,1,25683.25,1,112.65625,0,,1,1.17885
2026-01-02,2026Q1,1,6902.0,1,25478.5,1,112.296875,0,,1,1.1786
2026-01-05,2026Q1,1,6911.5,1,25431.75,-1,112.21875,0,,1,1.17425
2026-01-06,2026Q1,1,6945.5,1,25583.0,-1,112.40625,0,,1,1.1761
2026-01-07,2026Q1,1,6988.5,1,25831.25,-1,112.375,0,,1,1.1725
2026-01-08,2026Q1,1,6967.5,1,25838.75,-1,112.5,0,,1,1.1714
2026-01-09,2026Q1,1,6973.25,1,25725.0,-1,112.34375,0,,1,1.1695
2026-01-12,2026Q1,-1,7007.0,1,25949.0,-1,112.15625,0,,1,1.16685
2026-01-13,2026Q1,-1,7014.0,1,25953.5,-1,112.203125,0,,1,1.17015
2026-01-14,2026Q1,-1,6998.5,1,25900.75,-1,112.203125,0,,1,1.16778
2026-01-15,2026Q1,-1,6955.75,1,25593.0,-1,112.53125,0,,1,1.1676
2026-01-16,2026Q1,-1,6986.75,1,25720.5,-1,112.15625,0,,1,1.16385
2026-01-19,2026Q1,1,6918.25,1,25471.0,-1,111.953125,0,,1,1.16
2026-01-20,2026Q1,1,6913.5,1,25394.75,-1,111.609375,0,,1,1.1674
2026-01-21,2026Q1,1,6839.0,1,25149.5,-1,111.390625,0,,1,1.1755
2026-01-22,2026Q1,1,6920.0,1,25529.5,-1,111.6875,0,,1,1.17125
2026-01-23,2026Q1,1,6938.0,1,25605.0,-1,111.625,0,,1,1.17835
2026-01-26,2026Q1,1,6904.0,-1,25585.5,-1,111.828125,0,,-1,1.19075
2026-01-27,2026Q1,1,6977.0,-1,25861.25,-1,111.796875,0,,1,1.1906
2026-01-28,2026Q1,1,7010.25,-1,26111.25,-1,111.6875,0,,1,1.20735
2026-01-29,2026Q1,1,7021.5,-1,26282.5,-1,111.703125,0,,1,1.1982
2026-01-30,2026Q1,1,6992.75,-1,25998.5,-1,111.78125,0,,1,1.19905
2026-02-02,2026Q1,1,6938.5,1,25530.0,1,111.796875,0,,1,1.1882
2026-02-03,2026Q1,1,7004.25,1,25876.5,1,111.5625,0,,-1,1.18165
2026-02-04,2026Q1,1,6934.0,1,25387.5,1,111.625,0,,-1,1.184
2026-02-05,2026Q1,1,6915.5,1,25061.75,1,111.609375,0,,-1,1.183
2026-02-06,2026Q1,-1,6785.5,1,24416.0,1,112.3125,0,,-1,1.1801
2026-02-09,2026Q1,-1,6960.25,1,25153.75,1,111.984375,0,,-1,1.18375
2026-02-10,2026Q1,1,6985.0,1,25363.0,1,112.15625,0,,-1,1.1936
2026-02-11,2026Q1,1,6971.5,1,25259.0,1,112.5,0,,-1,1.19135
2026-02-12,2026Q1,1,6964.5,1,25289.0,1,112.265625,0,,-1,1.1891
2026-02-13,2026Q1,-1,6865.5,1,24842.25,1,112.8125,0,,-1,1.1887
2026-02-16,2026Q1,-1,6852.5,1,24789.75,1,113.203125,0,,1,1.1885
2026-02-17,2026Q1,-1,6856.0,1,24746.25,-1,113.234375,0,,1,1.18685
2026-02-18,2026Q1,-1,6862.75,1,24773.75,-1,113.09375,0,,1,1.18705
2026-02-19,2026Q1,-1,6891.75,1,24943.5,-1,112.921875,0,,1,1.17985
2026-02-20,2026Q1,-1,6874.25,1,24837.75,-1,113.0,0,,1,1.17865
2026-02-23,2026Q1,-1,6918.0,1,25033.75,1,112.921875,0,,1,1.1803
2026-02-24,2026Q1,-1,6858.25,1,24788.0,1,113.328125,0,,1,1.17975
2026-02-25,2026Q1,-1,6900.25,1,25016.25,1,113.296875,0,,1,1.17845
2026-02-26,2026Q1,-1,6965.0,1,25388.25,1,113.140625,0,,1,1.1821
2026-02-27,2026Q1,-1,6899.0,1,25024.25,1,113.5,0,,1,1.1805
2026-03-02,2026Q1,1,6820.0,1,24682.5,1,114.203125,0,,1,1.17775
2026-03-03,2026Q1,1,6883.5,-1,25002.75,1,113.234375,0,,1,1.1697
2026-03-04,2026Q1,1,6813.25,-1,24710.75,1,113.078125,0,,1,1.16165
2026-03-05,2026Q1,1,6883.25,1,25156.5,1,112.796875,0,,1,1.16425
2026-03-06,2026Q1,1,6826.0,-1,25019.75,1,112.515625,0,,1,1.16105
2026-03-09,2026Q1,1,6685.5,-1,24435.25,-1,112.265625,0,,1,1.15555
2026-03-10,2026Q1,1,6800.75,1,24981.5,-1,112.609375,0,,1,1.16405
2026-03-11,2026Q1,1,6796.75,1,25010.25,-1,112.46875,0,,1,1.1614
2026-03-12,2026Q1,1,6766.0,1,24934.5,-1,111.875,0,,1,1.15715
2026-03-13,2026Q1,1,6684.25,1,24567.0,-1,111.59375,0,,0,1.1513
2026-03-16,2026Q1,1,6608.5,1,24285.0,-1,111.609375,0,,0,
2026-03-17,2026Q1,1,6700.0,1,24669.0,-1,112.0,0,,0,
2026-03-18,2026Q1,1,6722.5,1,24796.0,-1,112.09375,0,,0,
2026-03-19,2026Q1,1,6622.0,1,24399.75,1,111.671875,0,,0,
2026-03-20,2026Q1,0,6622.75,0,24417.25,0,111.296875,0,,0,
2026-03-30,2026Q2,0,6380.0,1,23189.5,-1,110.171875,0,,0,1.154
2026-03-31,2026Q2,1,6385.25,1,23119.5,-1,110.765625,0,,0,1.1505
2026-04-01,2026Q2,1,6562.0,1,23889.0,-1,111.015625,0,,0,1.1591
2026-04-02,2026Q2,1,6618.5,1,24180.0,1,110.90625,0,,0,1.1628
2026-04-03,2026Q2,-1,6622.5,1,24219.5,1,111.015625,0,,0,1.1577
2026-04-06,2026Q2,1,6590.0,1,24093.5,-1,110.71875,0,,1,1.156
2026-04-07,2026Q2,1,6650.5,1,24348.75,-1,110.8125,0,,1,1.15785
2026-04-08,2026Q2,1,6689.0,1,24514.0,-1,111.203125,0,,1,1.16345
2026-04-09,2026Q2,1,6814.25,-1,25037.75,1,111.1875,0,,1,1.1703
2026-04-10,2026Q2,1,6858.0,-1,25237.0,-1,111.34375,0,,1,1.1736
2026-04-13,2026Q2,1,6780.0,1,24980.0,-1,110.734375,0,,1,1.171
2026-04-14,2026Q2,1,6925.25,1,25575.25,1,111.25,0,,1,1.17955
2026-04-15,2026Q2,1,7004.0,-1,25985.75,1,111.578125,0,,1,1.1829
2026-04-16,2026Q2,-1,7057.25,1,26350.0,-1,111.359375,0,,1,1.183
2026-04-17,2026Q2,-1,7077.25,1,26460.0,1,111.171875,0,,1,1.1813
2026-04-20,2026Q2,-1,7102.5,1,26599.75,1,111.546875,0,,-1,1.1767
2026-04-21,2026Q2,1,7150.75,1,26776.75,1,111.609375,0,,1,1.1819
2026-04-22,2026Q2,-1,7125.0,1,26729.5,1,111.296875,0,,1,1.1772
2026-04-23,2026Q2,1,7163.0,-1,27075.0,1,111.203125,0,,1,1.17345
2026-04-24,2026Q2,1,7143.0,1,26992.0,1,111.03125,0,,1,1.17135
2026-04-27,2026Q2,1,7185.0,1,27403.25,1,111.15625,0,,1,1.17405
2026-04-28,2026Q2,1,7204.75,1,27423.0,-1,111.015625,0,,1,1.17475
2026-04-29,2026Q2,1,7172.5,1,27197.25,-1,110.890625,0,,-1,1.17385
2026-04-30,2026Q2,1,7150.0,-1,27207.0,-1,110.28125,0,,1,1.17005
2026-05-01,2026Q2,1,7256.0,1,27631.75,-1,110.703125,0,,1,1.17585
2026-05-04,2026Q2,1,7276.25,1,27890.0,-1,110.75,0,,1,1.17605
2026-05-05,2026Q2,1,7228.75,1,27760.0,-1,111.21875,0,,-1,1.17155
2026-05-06,2026Q2,-1,7300.5,1,28250.0,1,110.28125,0,,1,1.1716
2026-05-07,2026Q2,1,7380.5,-1,28662.75,-1,110.828125,0,,1,1.17705
2026-05-08,2026Q2,-1,7340.0,1,28582.0,1,110.484375,0,,1,1.17435
2026-05-11,2026Q2,-1,7403.5,1,29294.0,-1,110.71875,0,,1,1.1789
2026-05-12,2026Q2,-1,7435.5,-1,29399.0,-1,110.359375,0,,1,1.18025
2026-05-13,2026Q2,-1,7419.25,1,29143.75,-1,110.03125,0,,1,1.17575
2026-05-14,2026Q2,-1,7477.5,1,29537.0,-1,110.0625,0,,1,1.17315
2026-05-15,2026Q2,1,7522.25,-1,29690.0,-1,109.90625,0,,1,1.1685
2026-05-18,2026Q2,1,7410.0,1,29135.0,-1,109.0625,0,,1,1.1637
2026-05-19,2026Q2,1,7423.5,1,29100.0,1,109.28125,0,,-1,1.16735
2026-05-20,2026Q2,-1,7377.0,1,28929.75,1,108.71875,0,,-1,1.162
2026-05-21,2026Q2,1,7432.75,1,29253.0,1,109.25,0,,-1,1.1637
2026-05-22,2026Q2,1,7467.0,-1,29444.0,1,109.3125,0,,-1,1.1629
2026-05-25,2026Q2,1,7519.0,-1,29676.25,-1,109.53125,0,,-1,1.1641
2026-05-26,2026Q2,1,7561.25,-1,29962.0,1,109.96875,0,,-1,1.165
2026-05-27,2026Q2,1,7533.0,1,30050.0,1,109.859375,0,,-1,1.1641
2026-05-28,2026Q2,1,7553.75,-1,30120.0,-1,109.875,0,,-1,1.16355
2026-05-29,2026Q2,1,7587.5,1,30328.0,-1,110.109375,0,,-1,1.16595
2026-06-01,2026Q2,1,7595.0,1,30415.5,-1,109.78125,0,,-1,1.1668
2026-06-02,2026Q2,1,7612.0,1,30544.75,-1,109.75,0,,-1,1.16385
2026-06-03,2026Q2,1,,-1,,-1,,0,,-1,
2026-06-04,2026Q2,0,,0,,0,,0,,0,
2026-06-05,2026Q2,0,,0,,0,,0,,0,
2026-06-08,2026Q2,0,,0,,0,,0,,0,
2026-06-09,2026Q2,0,,0,,0,,0,,0,
2026-06-10,2026Q2,0,,0,,0,,0,,0,
2026-06-11,2026Q2,0,,0,,0,,0,,0,
2026-06-12,2026Q2,0,,0,,0,,0,,0,
2026-06-15,2026Q2,0,,0,,0,,0,,0,
2026-06-16,2026Q2,0,,0,,0,,0,,0,
